FIPS,Poor or fair health,Adult obesity,Physical inactivity,Diabetes prevalence,Food insecurity
49019,0.157829507,0.269,0.155,0.108,0.131
49021,0.183405058,0.263,0.167,0.093,0.146
49023,0.16119552,0.282,0.185,0.082,0.118
49025,0.151052878,0.278,0.189,0.092,0.133
49027,0.173011524,0.363,0.203,0.103,0.119
49029,0.110258034,0.221,0.174,0.058,0.078
49031,0.196923799,0.212,0.236,0.106,0.177
49033,0.155239811,0.246,0.31,0.087,0.135
49035,0.163691489,0.262,0.165,0.07,0.109
49037,0.253758033,0.385,0.23,0.14,0.192
49039,0.177882563,0.287,0.195,0.081,0.134
49041,0.17279017,0.299,0.22,0.099,0.133
49043,0.109083582,0.145,0.122,0.048,0.086
49045,0.157559528,0.374,0.252,0.114,0.103
49047,0.195146717,0.359,0.213,0.109,0.128
49049,0.132086645,0.258,0.148,0.062,0.106
49051,0.122785284,0.249,0.149,0.057,0.1
49053,0.158660091,0.24,0.174,0.086,0.129
49055,0.152379582,0.224,0.147,0.078,0.134
49057,0.159051171,0.317,0.187,0.084,0.118
50001,0.11999358,0.256,0.196,0.081,0.095
50003,0.140992325,0.299,0.198,0.109,0.116
50005,0.146384273,0.299,0.233,0.092,0.121
50007,0.111660739,0.224,0.136,0.067,0.097
50009,0.179865354,0.302,0.276,0.13,0.13
50011,0.140757845,0.349,0.261,0.109,0.091
50013,0.125628993,0.301,0.217,0.098,0.084
50015,0.142918365,0.236,0.185,0.082,0.111
50017,0.144530838,0.288,0.18,0.1,0.106
50019,0.158694703,0.321,0.247,0.098,0.128
50021,0.144820326,0.331,0.22,0.108,0.11
50023,0.123661021,0.222,0.159,0.079,0.105
50025,0.141963529,0.253,0.17,0.082,0.122
50027,0.128953788,0.278,0.172,0.098,0.104
51001,0.239498298,0.374,0.328,0.147,0.127
51003,0.141913471,0.23,0.149,0.083,0.084
51005,0.21260643,0.334,0.314,0.147,0.137
51007,0.198134188,0.441,0.285,0.133,0.101
51009,0.200829738,0.288,0.274,0.172,0.108
51011,0.20286938,0.407,0.302,0.176,0.113
51013,0.11213652,0.186,0.122,0.051,0.067
51015,0.165552818,0.348,0.256,0.169,0.085
51017,0.223663775,0.255,0.249,0.08,0.102
51019,0.155519893,0.346,0.209,0.15,0.088
51021,0.165017566,0.275,0.271,0.141,0.097
51023,0.149022313,0.29,0.18,0.063,0.08
51025,0.260521331,0.444,0.384,0.147,0.159
51027,0.2799535,0.363,0.397,0.114,0.184
51029,0.243626129,0.424,0.354,0.125,0.133
51031,0.188275421,0.384,0.313,0.151,0.105
51033,0.183647737,0.43,0.31,0.137,0.084
51035,0.210380744,0.34,0.258,0.146,0.118
51036,0.23042019,0.387,0.345,0.165,0.113
51037,0.244326195,0.36,0.254,0.158,0.162
51041,0.154868912,0.333,0.228,0.11,0.073
51043,0.162395842,0.273,0.205,0.092,0.083
51045,0.160656747,0.274,0.331,0.079,0.102
51047,0.181378453,0.334,0.306,0.131,0.078
51049,0.222270452,0.432,0.304,0.18,0.135
51051,0.258744122,0.355,0.309,0.087,0.172
51053,0.206452086,0.463,0.292,0.149,0.11
51057,0.217174676,0.354,0.322,0.131,0.116
51059,0.123747206,0.211,0.15,0.065,0.054
51061,0.142146564,0.344,0.23,0.102,0.062
51063,0.191729296,0.287,0.212,0.1,0.092
51065,0.145575097,0.375,0.264,0.189,0.066
51067,0.191408063,0.398,0.335,0.155,0.113
51069,0.16251215,0.333,0.219,0.117,0.07
51071,0.184169459,0.305,0.294,0.122,0.105
51073,0.165682599,0.294,0.208,0.121,0.091
51075,0.146207504,0.295,0.21,0.089,0.069
51077,0.229320221,0.334,0.294,0.095,0.135
51079,0.180585185,0.305,0.211,0.078,0.074
51081,0.283646338,0.417,0.268,0.164,0.133
51083,0.218911696,0.41,0.308,0.194,0.129
51085,0.12985404,0.297,0.188,0.101,0.062
51087,0.150647015,0.329,0.23,0.099,0.093
51089,0.256181876,0.373,0.299,0.203,0.144
51091,0.185190185,0.253,0.229,0.108,0.105
51093,0.172198061,0.446,0.306,0.119,0.094
51095,0.130466383,0.28,0.187,0.104,0.079
51097,0.213952123,0.487,0.322,0.177,0.111
51099,0.154039089,0.303,0.238,0.13,0.068
51101,0.173942775,0.354,0.385,0.195,0.081
51103,0.179980292,0.277,0.216,0.185,0.108
51105,0.252063325,0.343,0.285,0.132,0.171
51107,0.117492652,0.228,0.158,0.059,0.038
51109,0.194504724,0.359,0.238,0.122,0.102
51111,0.258959342,0.456,0.284,0.164,0.137
51113,0.195461953,0.448,0.284,0.155,0.086
51115,0.162732495,0.3,0.239,0.127,0.093
51117,0.232473812,0.412,0.309,0.166,0.147
51119,0.182352234,0.362,0.239,0.122,0.09
51121,0.165242107,0.294,0.193,0.084,0.105
51125,0.179623621,0.314,0.253,0.1,0.1
51127,0.150018439,0.341,0.254,0.122,0.059
51131,0.233365733,0.424,0.257,0.189,0.138
51133,0.182716881,0.238,0.217,0.143,0.11
51135,0.252387466,0.34,0.339,0.225,0.148
51137,0.180023948,0.381,0.263,0.11,0.091
51139,0.215237743,0.381,0.327,0.188,0.139
51141,0.223869948,0.336,0.318,0.145,0.133
51143,0.216799868,0.389,0.331,0.135,0.123
51145,0.149607676,0.283,0.28,0.11,0.062
51147,0.214010553,0.375,0.327,0.134,0.124
51149,0.176238232,0.334,0.286,0.132,0.098
51153,0.16167402,0.323,0.184,0.09,0.056
51155,0.188703331,0.325,0.336,0.138,0.117
51157,0.154842184,0.322,0.175,0.128,0.092
51159,0.238220573,0.334,0.296,0.154,0.104
51161,0.158933847,0.297,0.259,0.132,0.079
51163,0.189981763,0.294,0.282,0.15,0.102
51165,0.175053462,0.315,0.261,0.099,0.084
51167,0.226526252,0.333,0.384,0.17,0.152
51169,0.220175594,0.311,0.346,0.166,0.143
51171,0.19141577,0.33,0.252,0.144,0.097
51173,0.217022551,0.3,0.365,0.177,0.151
51175,0.203476533,0.474,0.336,0.163,0.1
51177,0.164208798,0.338,0.243,0.097,0.075
51179,0.141840075,0.318,0.164,0.077,0.056
51181,0.215493061,0.327,0.174,0.193,0.114
51183,0.259723621,0.394,0.253,0.111,0.145
51185,0.212891088,0.365,0.382,0.154,0.136
51187,0.177969716,0.349,0.309,0.144,0.091
51191,0.193368425,0.318,0.295,0.161,0.125
51193,0.202200927,0.336,0.24,0.14,0.105
51195,0.257039426,0.4,0.353,0.174,0.173
51197,0.196313588,0.372,0.304,0.13,0.123
51199,0.130488948,0.254,0.178,0.107,0.07
51510,0.130635374,0.238,0.16,0.051,0.084
51520,0.221044739,0.266,0.275,0.225,0.166
51530,0.242824769,0.214,0.24,0.092,0.13
51540,0.18219863,0.3,0.182,0.095,0.118
51550,0.163571326,0.352,0.243,0.114,0.085
51570,0.187368253,0.34,0.237,0.103,0.115
51580,0.207996934,0.242,0.209,0.089,0.127
51590,0.254641434,0.308,0.261,0.149,0.168
51595,0.3155794,0.288,0.336,0.116,0.19
51600,0.127695873,0.239,0.173,0.083,0.054
51610,0.089778439,0.214,0.156,0.057,0.045
51620,0.245594745,0.378,0.44,0.162,0.146
51630,0.178808994,0.315,0.252,0.108,0.121
51640,0.275342288,0.347,0.288,0.073,0.165
51650,0.194493829,0.368,0.236,0.149,0.13
51660,0.224266265,0.263,0.235,0.071,0.116
51670,0.25472523,0.41,0.32,0.146,0.162
51678,0.198345778,0.238,0.165,0.081,0.13
51680,0.208270538,0.355,0.243,0.088,0.138
51683,0.195111955,0.297,0.27,0.093,0.06
51685,0.203869593,0.283,0.228,0.107,0.068
51690,0.247359607,0.243,0.265,0.184,0.173
51700,0.199220298,0.375,0.244,0.146,0.132
51710,0.20309785,0.35,0.226,0.116,0.139
51720,0.234349528,0.267,0.314,0.093,0.19
51730,0.282094833,0.398,0.327,0.171,0.2
51735,0.126835498,0.39,0.258,0.111,0.062
51740,0.227592413,0.423,0.287,0.137,0.137
51750,0.213990259,0.332,0.197,0.086,0.135
51760,0.225222757,0.309,0.231,0.119,0.158
51770,0.222225327,0.359,0.265,0.123,0.141
51775,0.163204197,0.312,0.301,0.158,0.092
51790,0.174029532,0.219,0.242,0.089,0.119
51800,0.178766379,0.34,0.251,0.133,0.098
51810,0.159544304,0.28,0.199,0.101,0.082
51820,0.206098132,0.371,0.322,0.187,0.128
51830,0.169911656,0.332,0.212,0.15,0.119
51840,0.193345207,0.296,0.205,0.072,0.117
53001,0.286627082,0.353,0.228,0.089,0.131
53003,0.179966819,0.323,0.186,0.128,0.132
53005,0.173360849,0.346,0.164,0.093,0.114
53007,0.180524784,0.328,0.201,0.082,0.107
53009,0.170457018,0.306,0.205,0.142,0.147
53011,0.157585257,0.322,0.16,0.103,0.104
53013,0.169135418,0.318,0.225,0.123,0.142
53015,0.19515591,0.377,0.217,0.132,0.149
53017,0.201822452,0.312,0.184,0.084,0.121
53019,0.222452486,0.308,0.185,0.131,0.195
53021,0.236986265,0.309,0.165,0.101,0.105
53023,0.156101195,0.337,0.276,0.136,0.133
53025,0.229413697,0.333,0.232,0.093,0.116
53027,0.196528664,0.356,0.246,0.13,0.151
53029,0.140095634,0.307,0.166,0.086,0.112
53031,0.144820666,0.213,0.115,0.079,0.133
53033,0.123732651,0.225,0.132,0.077,0.095
53035,0.15161434,0.302,0.173,0.089,0.112
53037,0.159374386,0.275,0.209,0.065,0.125
53039,0.180220374,0.274,0.177,0.115,0.139
53041,0.19249333,0.33,0.235,0.118,0.144
53043,0.163575774,0.334,0.235,0.114,0.128
53045,0.203435549,0.374,0.221,0.114,0.141
53047,0.224271409,0.322,0.219,0.099,0.155
53049,0.199349696,0.381,0.258,0.14,0.166
53051,0.18786326,0.416,0.277,0.125,0.147
53053,0.16992285,0.317,0.184,0.104,0.118
53055,0.129955325,0.201,0.141,0.061,0.105
53057,0.164371098,0.302,0.166,0.098,0.118
53059,0.169932278,0.348,0.191,0.118,0.124
53061,0.153297491,0.303,0.173,0.089,0.093
53063,0.163923369,0.291,0.178,0.098,0.13
53065,0.186784602,0.302,0.227,0.104,0.148
53067,0.154259439,0.301,0.144,0.102,0.113
53069,0.162157584,0.351,0.223,0.148,0.126
53071,0.178082274,0.291,0.156,0.121,0.117
53073,0.149917422,0.28,0.127,0.079,0.118
53075,0.164380053,0.265,0.166,0.075,0.134
53077,0.258468959,0.343,0.208,0.115,0.125
54001,0.257056383,0.399,0.314,0.15,0.15
54003,0.204279122,0.386,0.272,0.125,0.102
54005,0.285299286,0.424,0.318,0.209,0.177
54007,0.269667675,0.365,0.273,0.12,0.153
54009,0.2220008,0.349,0.284,0.18,0.118
54011,0.233355965,0.366,0.276,0.138,0.148
54013,0.274073576,0.301,0.243,0.146,0.174
54015,0.297661824,0.38,0.29,0.148,0.196
54017,0.234101024,0.376,0.234,0.086,0.116
54019,0.275825629,0.404,0.322,0.19,0.158
54021,0.263757978,0.367,0.21,0.198,0.134
54023,0.255444235,0.389,0.328,0.174,0.117
54025,0.252947216,0.353,0.24,0.155,0.14
54027,0.26093387,0.383,0.271,0.132,0.15
54029,0.226439148,0.417,0.255,0.134,0.12
54031,0.242749159,0.4,0.273,0.166,0.109
54033,0.219561033,0.371,0.255,0.167,0.124
54035,0.225897531,0.429,0.242,0.157,0.116
54037,0.185312474,0.337,0.213,0.114,0.082
54039,0.219286003,0.378,0.26,0.158,0.132
54041,0.248475336,0.432,0.358,0.125,0.148
54043,0.29739229,0.43,0.366,0.161,0.179
54045,0.300346745,0.427,0.386,0.209,0.18
54047,0.36544526,0.449,0.36,0.17,0.225
54049,0.245898792,0.374,0.274,0.149,0.125
54051,0.220131468,0.407,0.286,0.153,0.124
54053,0.256702265,0.417,0.338,0.175,0.141
54055,0.266838962,0.395,0.318,0.159,0.163
54057,0.223301036,0.361,0.261,0.142,0.13
54059,0.328880418,0.419,0.457,0.221,0.202
54061,0.198812306,0.302,0.191,0.093,0.112
54063,0.250285804,0.315,0.275,0.16,0.139
54065,0.212227702,0.385,0.262,0.153,0.09
54067,0.254876622,0.407,0.313,0.134,0.139
54069,0.198321703,0.323,0.236,0.13,0.113
54071,0.254940735,0.366,0.3,0.162,0.12
54073,0.239110816,0.308,0.228,0.149,0.128
54075,0.259957797,0.329,0.206,0.148,0.143
54077,0.238558165,0.368,0.305,0.167,0.118
54079,0.187016392,0.395,0.234,0.126,0.086
54081,0.244600103,0.38,0.298,0.172,0.141
54083,0.25844929,0.342,0.295,0.117,0.136
54085,0.251675445,0.441,0.257,0.143,0.129
54087,0.289359277,0.414,0.254,0.145,0.171
54089,0.275558339,0.411,0.379,0.162,0.172
54091,0.233491513,0.407,0.315,0.133,0.127
54093,0.226319868,0.291,0.205,0.192,0.125
54095,0.230678392,0.345,0.282,0.136,0.133
54097,0.265318661,0.35,0.254,0.158,0.132
54099,0.271205567,0.427,0.336,0.186,0.166
54101,0.289140536,0.368,0.337,0.158,0.172
54103,0.256764057,0.379,0.269,0.194,0.154
54105,0.272163141,0.347,0.262,0.145,0.154
54107,0.228018811,0.397,0.306,0.18,0.132
54109,0.276287244,0.364,0.404,0.159,0.182
55001,0.191489496,0.324,0.258,0.182,0.122
55003,0.184811162,0.326,0.188,0.097,0.117
55005,0.167467059,0.413,0.197,0.113,0.094
55007,0.150634854,0.288,0.218,0.074,0.102
55009,0.149151775,0.335,0.19,0.104,0.08
55011,0.157030203,0.327,0.196,0.13,0.08
55013,0.164160506,0.344,0.283,0.122,0.107
55015,0.129897467,0.275,0.161,0.085,0.055
55017,0.151581135,0.306,0.2,0.095,0.089
55019,0.190834324,0.4,0.232,0.109,0.085
55021,0.143835464,0.457,0.251,0.096,0.072
55023,0.164261584,0.305,0.178,0.124,0.102
55025,0.121046687,0.232,0.137,0.058,0.074
55027,0.160889389,0.383,0.207,0.115,0.077
55029,0.134293447,0.323,0.196,0.143,0.082
55031,0.154910293,0.372,0.212,0.087,0.104
55033,0.152147597,0.388,0.205,0.085,0.087
55035,0.14757685,0.283,0.186,0.102,0.089
55037,0.161789204,0.354,0.245,0.125,0.101
55039,0.146218438,0.32,0.23,0.087,0.076
55041,0.191051076,0.309,0.233,0.111,0.12
55043,0.164257535,0.354,0.192,0.099,0.086
55045,0.142050638,0.327,0.242,0.086,0.072
55047,0.167101532,0.321,0.268,0.085,0.087
55049,0.138701047,0.301,0.208,0.136,0.074
55051,0.164422119,0.271,0.205,0.103,0.124
55053,0.177753729,0.341,0.269,0.129,0.092
55055,0.146647515,0.325,0.211,0.075,0.076
55057,0.18520056,0.36,0.241,0.09,0.105
55059,0.163027875,0.314,0.211,0.082,0.095
55061,0.145785852,0.345,0.305,0.091,0.074
55063,0.140081665,0.264,0.208,0.068,0.084
55065,0.162530656,0.279,0.276,0.104,0.078
55067,0.170783257,0.316,0.227,0.127,0.112
55069,0.15611364,0.417,0.21,0.087,0.083
55071,0.151389205,0.359,0.202,0.1,0.084
55073,0.142784549,0.335,0.225,0.092,0.078
55075,0.17144791,0.325,0.227,0.088,0.109
55077,0.167064576,0.4,0.246,0.135,0.095
55078,0.2869079,0.45,0.298,0.151,0.175
55079,0.197023875,0.317,0.229,0.101,0.126
55081,0.163607061,0.375,0.228,0.123,0.094
55083,0.156610976,0.356,0.214,0.169,0.081
55085,0.1369153,0.351,0.213,0.094,0.081
55087,0.136768985,0.327,0.181,0.118,0.074
55089,0.109052994,0.236,0.144,0.076,0.053
55091,0.162584232,0.272,0.27,0.08,0.088
55093,0.1377405,0.307,0.139,0.075,0.071
55095,0.152826878,0.303,0.21,0.131,0.087
55097,0.146070563,0.287,0.184,0.077,0.081
55099,0.165070345,0.31,0.225,0.091,0.098
55101,0.164432081,0.387,0.221,0.104,0.092
55103,0.168465809,0.371,0.225,0.084,0.093
55105,0.168956917,0.369,0.223,0.12,0.099
55107,0.188317352,0.249,0.336,0.093,0.111
55109,0.116498913,0.253,0.192,0.08,0.055
55111,0.153886681,0.35,0.181,0.108,0.084
55113,0.187530916,0.345,0.253,0.128,0.116
55115,0.171511507,0.36,0.301,0.135,0.082
55117,0.144979054,0.333,0.216,0.072,0.07
55119,0.170694087,0.372,0.285,0.103,0.082
55121,0.156779934,0.374,0.214,0.103,0.073
55123,0.176685232,0.341,0.175,0.131,0.099
55125,0.160522016,0.292,0.222,0.116,0.107
55127,0.152229412,0.336,0.23,0.09,0.079
55129,0.162337452,0.362,0.296,0.122,0.104
55131,0.124539552,0.308,0.18,0.081,0.057
55133,0.112907422,0.271,0.165,0.096,0.055
55135,0.152928465,0.361,0.232,0.086,0.088
55137,0.178723301,0.378,0.236,0.121,0.09
55139,0.151579249,0.372,0.199,0.09,0.085
55141,0.152020256,0.274,0.193,0.083,0.091
56001,0.154030382,0.253,0.149,0.065,0.129
56003,0.170841882,0.331,0.272,0.144,0.134
56005,0.162653458,0.315,0.249,0.079,0.113
56007,0.181913185,0.339,0.295,0.089,0.122
56009,0.160257027,0.321,0.249,0.104,0.12
56011,0.138479601,0.3,0.261,0.09,0.095
56013,0.174186086,0.292,0.253,0.103,0.142
56015,0.163008546,0.321,0.326,0.099,0.121
56017,0.15674534,0.295,0.256,0.121,0.135
56019,0.150758069,0.26,0.229,0.066,0.131
56021,0.154218182,0.301,0.225,0.099,0.117
56023,0.14759415,0.258,0.218,0.092,0.111
56025,0.156083374,0.312,0.236,0.091,0.127
56027,0.194753184,0.277,0.282,0.082,0.143
56029,0.135801031,0.267,0.243,0.089,0.115
56031,0.154733712,0.29,0.223,0.15,0.13
56033,0.130885029,0.289,0.228,0.087,0.113
56035,0.135675351,0.292,0.204,0.104,0.108
56037,0.164432342,0.303,0.244,0.083,0.117
56039,0.11411718,0.11,0.108,0.024,0.095
56041,0.169133695,0.352,0.251,0.103,0.135
56043,0.166508013,0.292,0.287,0.107,0.126
56045,0.168859411,0.372,0.255,0.111,0.14
