FIPS,Poor or fair health,Adult obesity,Physical inactivity,Diabetes prevalence,Food insecurity
21239,0.193419966,0.311,0.226,0.082,0.116
22001,0.254726961,0.407,0.317,0.133,0.175
22003,0.244473654,0.281,0.328,0.135,0.158
22005,0.180443248,0.354,0.247,0.13,0.109
22007,0.25441481,0.362,0.275,0.201,0.165
22009,0.27522323,0.452,0.364,0.118,0.18
22011,0.222031954,0.377,0.333,0.144,0.152
22013,0.285754151,0.465,0.267,0.21,0.2
22015,0.19791083,0.351,0.28,0.099,0.134
22017,0.251247747,0.423,0.289,0.135,0.174
22019,0.20762536,0.357,0.289,0.119,0.139
22021,0.272881722,0.425,0.285,0.124,0.173
22023,0.206835646,0.391,0.247,0.089,0.103
22025,0.259987673,0.377,0.368,0.101,0.166
22027,0.301455647,0.391,0.335,0.254,0.2
22029,0.295661616,0.43,0.364,0.187,0.188
22031,0.256819408,0.433,0.297,0.163,0.177
22033,0.190880561,0.341,0.269,0.123,0.144
22035,0.405144676,0.471,0.198,0.221,0.282
22037,0.245921348,0.385,0.264,0.183,0.146
22039,0.293518292,0.367,0.348,0.177,0.206
22041,0.284847169,0.406,0.37,0.197,0.195
22043,0.23886074,0.449,0.401,0.161,0.165
22045,0.252126815,0.412,0.278,0.145,0.168
22047,0.252557179,0.382,0.244,0.168,0.164
22049,0.263272351,0.367,0.312,0.129,0.189
22051,0.208243755,0.332,0.248,0.137,0.134
22053,0.229787451,0.387,0.311,0.125,0.155
22055,0.189669166,0.291,0.244,0.109,0.133
22057,0.2267134,0.373,0.3,0.138,0.137
22059,0.245028913,0.399,0.311,0.143,0.154
22061,0.233526902,0.334,0.348,0.114,0.177
22063,0.190778994,0.381,0.322,0.091,0.111
22065,0.338839565,0.389,0.288,0.226,0.231
22067,0.283285223,0.432,0.326,0.127,0.203
22069,0.264798993,0.362,0.283,0.124,0.201
22071,0.224648175,0.307,0.22,0.112,0.18
22073,0.238806822,0.426,0.305,0.142,0.168
22075,0.216944478,0.377,0.283,0.162,0.145
22077,0.238269608,0.35,0.302,0.167,0.167
22079,0.229169144,0.396,0.306,0.164,0.163
22081,0.265312716,0.28,0.339,0.113,0.166
22083,0.281017476,0.368,0.25,0.143,0.189
22085,0.238746802,0.508,0.332,0.154,0.155
22087,0.245694299,0.417,0.309,0.121,0.15
22089,0.183892768,0.417,0.262,0.13,0.109
22091,0.282428713,0.263,0.364,0.113,0.176
22093,0.234116853,0.425,0.359,0.105,0.149
22095,0.23385353,0.475,0.324,0.123,0.149
22097,0.27786618,0.373,0.316,0.146,0.182
22099,0.234532514,0.344,0.316,0.116,0.142
22101,0.271874362,0.433,0.347,0.159,0.168
22103,0.1623479,0.293,0.215,0.122,0.111
22105,0.231134071,0.403,0.331,0.117,0.171
22107,0.359556627,0.367,0.335,0.141,0.225
22109,0.246609672,0.418,0.287,0.118,0.159
22111,0.228918259,0.381,0.358,0.202,0.146
22113,0.228033601,0.413,0.364,0.114,0.146
22115,0.211172847,0.371,0.257,0.128,0.164
22117,0.274114467,0.434,0.327,0.189,0.197
22119,0.265312227,0.356,0.321,0.128,0.182
22121,0.210519119,0.343,0.27,0.111,0.136
22123,0.260363857,0.423,0.319,0.193,0.179
22125,0.213882401,0.3,0.225,0.093,0.132
22127,0.254147835,0.437,0.328,0.173,0.189
23001,0.177655051,0.334,0.226,0.122,0.135
23003,0.217057871,0.377,0.307,0.15,0.164
23005,0.117405917,0.233,0.151,0.083,0.107
23007,0.164901914,0.324,0.215,0.096,0.125
23009,0.144299893,0.267,0.183,0.095,0.124
23011,0.169945457,0.32,0.223,0.104,0.131
23013,0.157655503,0.282,0.171,0.081,0.118
23015,0.145494423,0.254,0.194,0.096,0.125
23017,0.188389423,0.322,0.239,0.107,0.143
23019,0.191198964,0.342,0.235,0.123,0.143
23021,0.20716875,0.363,0.265,0.131,0.175
23023,0.147986647,0.241,0.184,0.09,0.105
23025,0.199761316,0.337,0.27,0.123,0.166
23027,0.166210511,0.306,0.195,0.113,0.13
23029,0.206723278,0.338,0.273,0.115,0.163
23031,0.150067016,0.299,0.205,0.098,0.109
24001,0.195940727,0.348,0.286,0.14,0.151
24003,0.134195067,0.309,0.204,0.101,0.085
24005,0.170735354,0.314,0.233,0.113,0.11
24009,0.129553206,0.313,0.212,0.118,0.08
24011,0.207410391,0.409,0.307,0.145,0.128
24013,0.125318593,0.309,0.232,0.093,0.081
24015,0.171385345,0.357,0.275,0.113,0.11
24017,0.150902091,0.399,0.249,0.119,0.089
24019,0.207918414,0.403,0.324,0.189,0.148
24021,0.127308746,0.305,0.205,0.095,0.089
24023,0.173721885,0.355,0.266,0.132,0.122
24025,0.156371447,0.318,0.244,0.112,0.093
24027,0.111240383,0.26,0.155,0.077,0.074
24029,0.161702845,0.304,0.271,0.126,0.123
24031,0.122650641,0.219,0.159,0.082,0.08
24033,0.180049486,0.379,0.229,0.131,0.103
24035,0.130509473,0.283,0.214,0.097,0.08
24037,0.156923393,0.369,0.234,0.119,0.103
24039,0.237677286,0.419,0.325,0.159,0.166
24041,0.138774626,0.293,0.206,0.11,0.11
24043,0.184445498,0.369,0.279,0.145,0.131
24045,0.182371196,0.358,0.257,0.13,0.133
24047,0.156561166,0.365,0.265,0.131,0.133
24510,0.212245407,0.354,0.255,0.131,0.18
25001,0.126891058,0.225,0.172,0.101,0.076
25003,0.151167217,0.267,0.196,0.107,0.099
25005,0.160768431,0.287,0.244,0.099,0.099
25007,0.124735142,0.284,0.189,0.079,0.073
25009,0.147911081,0.261,0.191,0.095,0.08
25011,0.14809064,0.284,0.203,0.106,0.089
25013,0.19066288,0.305,0.261,0.1,0.116
25015,0.135609382,0.214,0.166,0.069,0.082
25017,0.111183755,0.216,0.174,0.07,0.066
25019,0.120006617,0.251,0.195,0.062,0.073
25021,0.11445991,0.246,0.18,0.083,0.062
25023,0.137200008,0.273,0.224,0.111,0.07
25025,0.177676318,0.214,0.188,0.079,0.119
25027,0.147340563,0.283,0.222,0.092,0.083
26001,0.196380714,0.32,0.228,0.107,0.159
26003,0.196963029,0.36,0.254,0.123,0.142
26005,0.172323218,0.32,0.21,0.089,0.097
26007,0.187623237,0.35,0.25,0.123,0.141
26009,0.172182812,0.321,0.281,0.097,0.126
26011,0.212876643,0.385,0.276,0.171,0.165
26013,0.219053071,0.304,0.226,0.151,0.148
26015,0.165902267,0.336,0.289,0.153,0.098
26017,0.19168058,0.358,0.256,0.099,0.136
26019,0.161045278,0.323,0.285,0.157,0.116
26021,0.190421384,0.343,0.218,0.115,0.14
26023,0.206226543,0.386,0.248,0.1,0.128
26025,0.188588233,0.368,0.272,0.147,0.143
26027,0.181962888,0.364,0.267,0.155,0.125
26029,0.162903818,0.375,0.165,0.123,0.117
26031,0.193016292,0.302,0.273,0.14,0.162
26033,0.21464115,0.433,0.32,0.103,0.162
26035,0.23179481,0.36,0.306,0.17,0.181
26037,0.146600839,0.347,0.218,0.126,0.095
26039,0.190844406,0.322,0.234,0.135,0.151
26041,0.188203172,0.362,0.233,0.15,0.138
26043,0.17031348,0.229,0.18,0.099,0.131
26045,0.160364417,0.341,0.211,0.101,0.117
26047,0.154438703,0.258,0.186,0.075,0.121
26049,0.20211366,0.358,0.263,0.132,0.157
26051,0.212694865,0.448,0.278,0.135,0.158
26053,0.199769929,0.298,0.254,0.133,0.146
26055,0.144254408,0.283,0.178,0.071,0.108
26057,0.207101464,0.456,0.23,0.102,0.144
26059,0.19758217,0.352,0.23,0.104,0.131
26061,0.182908347,0.255,0.186,0.085,0.139
26063,0.188738878,0.387,0.259,0.135,0.128
26065,0.164136078,0.313,0.2,0.094,0.138
26067,0.192711971,0.367,0.266,0.127,0.113
26069,0.202480585,0.335,0.281,0.156,0.161
26071,0.201669325,0.287,0.273,0.115,0.139
26073,0.209768624,0.364,0.19,0.086,0.139
26075,0.184527502,0.35,0.246,0.119,0.13
26077,0.163757431,0.306,0.193,0.102,0.125
26079,0.206812659,0.349,0.288,0.169,0.152
26081,0.173080261,0.302,0.19,0.087,0.11
26083,0.158381947,0.317,0.214,0.161,0.126
26085,0.257308877,0.265,0.326,0.099,0.19
26087,0.178191783,0.333,0.215,0.088,0.114
26089,0.135297456,0.268,0.163,0.107,0.091
26091,0.186770928,0.387,0.269,0.129,0.12
26093,0.132995457,0.294,0.202,0.083,0.081
26095,0.216908253,0.316,0.188,0.077,0.16
26097,0.207947148,0.439,0.336,0.153,0.169
26099,0.169437769,0.321,0.241,0.116,0.119
26101,0.185249424,0.307,0.199,0.138,0.137
26103,0.169435176,0.337,0.184,0.089,0.133
26105,0.185210347,0.34,0.265,0.141,0.135
26107,0.19854418,0.375,0.248,0.078,0.144
26109,0.185057357,0.327,0.269,0.112,0.131
26111,0.153513799,0.364,0.214,0.1,0.113
26113,0.204927005,0.381,0.264,0.169,0.142
26115,0.174128685,0.389,0.26,0.112,0.112
26117,0.210879753,0.423,0.269,0.14,0.139
26119,0.207086646,0.337,0.225,0.186,0.171
26121,0.200627252,0.366,0.247,0.139,0.141
26123,0.215725332,0.325,0.262,0.126,0.143
26125,0.135231675,0.249,0.188,0.091,0.101
26127,0.221001751,0.384,0.242,0.145,0.143
26129,0.216060429,0.427,0.336,0.135,0.166
26131,0.192489734,0.323,0.269,0.12,0.152
26133,0.217704033,0.383,0.231,0.14,0.15
26135,0.215851156,0.305,0.28,0.121,0.165
26137,0.182539867,0.332,0.245,0.106,0.139
26139,0.145776119,0.266,0.186,0.089,0.084
26141,0.185897754,0.298,0.3,0.137,0.153
26143,0.211879465,0.41,0.377,0.144,0.18
26145,0.196795368,0.394,0.247,0.125,0.145
26147,0.187277487,0.344,0.27,0.103,0.131
26149,0.201393337,0.342,0.27,0.183,0.129
26151,0.20730353,0.349,0.282,0.131,0.142
26153,0.216726537,0.272,0.255,0.07,0.175
26155,0.1733932,0.394,0.282,0.105,0.121
26157,0.198150225,0.332,0.289,0.108,0.144
26159,0.207033145,0.366,0.311,0.158,0.131
26161,0.144341528,0.255,0.151,0.075,0.107
26163,0.241220112,0.347,0.265,0.122,0.173
26165,0.203959615,0.324,0.293,0.133,0.139
27001,0.157787125,0.3,0.269,0.121,0.115
27003,0.13244027,0.312,0.196,0.086,0.061
27005,0.149637861,0.324,0.273,0.082,0.092
27007,0.172427604,0.343,0.228,0.103,0.117
27009,0.145308156,0.301,0.204,0.11,0.097
27011,0.152385606,0.383,0.243,0.114,0.102
27013,0.148478016,0.34,0.221,0.081,0.086
27015,0.137912671,0.356,0.25,0.111,0.073
27017,0.148478058,0.327,0.223,0.113,0.092
27019,0.098894567,0.262,0.158,0.082,0.043
27021,0.15969162,0.332,0.27,0.114,0.111
27023,0.153293527,0.339,0.264,0.155,0.089
27025,0.124012201,0.276,0.212,0.088,0.063
27027,0.127479897,0.287,0.186,0.075,0.078
27029,0.181242924,0.308,0.275,0.111,0.139
27031,0.125097817,0.252,0.198,0.108,0.099
27033,0.150369134,0.383,0.272,0.129,0.096
27035,0.130667103,0.289,0.223,0.094,0.094
27037,0.112755972,0.307,0.175,0.079,0.059
27039,0.122361092,0.412,0.223,0.099,0.055
27041,0.130607637,0.34,0.24,0.098,0.078
27043,0.157899605,0.364,0.285,0.107,0.088
27045,0.139391361,0.288,0.242,0.054,0.082
27047,0.157134896,0.366,0.229,0.102,0.092
27049,0.134768979,0.339,0.205,0.084,0.078
27051,0.140660123,0.332,0.315,0.111,0.092
27053,0.114483049,0.229,0.159,0.067,0.081
27055,0.122404472,0.323,0.235,0.082,0.072
27057,0.138666651,0.317,0.256,0.106,0.098
27059,0.132882577,0.347,0.236,0.104,0.076
27061,0.144942767,0.355,0.234,0.132,0.11
27063,0.139093577,0.345,0.264,0.13,0.069
27065,0.15718324,0.316,0.285,0.133,0.105
27067,0.15080199,0.288,0.213,0.098,0.079
27069,0.141696138,0.342,0.208,0.125,0.08
27071,0.161712312,0.329,0.279,0.105,0.13
27073,0.138846343,0.368,0.23,0.139,0.085
27075,0.121557242,0.282,0.243,0.087,0.083
27077,0.146708057,0.269,0.21,0.126,0.078
27079,0.128939432,0.331,0.19,0.102,0.076
27081,0.146731826,0.303,0.228,0.131,0.085
27083,0.147534512,0.327,0.26,0.091,0.088
27085,0.143535447,0.389,0.264,0.103,0.076
27087,0.242402617,0.384,0.311,0.139,0.133
27089,0.146006776,0.435,0.291,0.116,0.086
27091,0.147798493,0.33,0.214,0.13,0.098
27093,0.138866869,0.365,0.202,0.107,0.074
27095,0.166369306,0.307,0.258,0.128,0.106
27097,0.151962067,0.301,0.253,0.102,0.095
27099,0.15970761,0.331,0.25,0.099,0.089
27101,0.142475699,0.398,0.218,0.071,0.077
27103,0.125708838,0.298,0.197,0.083,0.075
27105,0.188806353,0.338,0.258,0.124,0.084
27107,0.149673636,0.37,0.243,0.081,0.087
27109,0.114282623,0.271,0.172,0.079,0.07
27111,0.133799523,0.322,0.236,0.111,0.084
27113,0.140706946,0.32,0.217,0.093,0.086
27115,0.166635318,0.379,0.293,0.119,0.11
27117,0.1555066,0.334,0.264,0.095,0.091
27119,0.152735489,0.379,0.273,0.091,0.095
27121,0.132270219,0.308,0.209,0.06,0.077
27123,0.135533603,0.282,0.195,0.082,0.1
27125,0.145711107,0.332,0.22,0.135,0.089
27127,0.150437493,0.34,0.31,0.138,0.086
27129,0.15385826,0.369,0.256,0.123,0.081
27131,0.13400119,0.279,0.182,0.069,0.075
27133,0.13759817,0.321,0.288,0.082,0.076
27135,0.134915593,0.365,0.252,0.116,0.079
27137,0.139714133,0.284,0.204,0.087,0.103
27139,0.110921925,0.294,0.184,0.081,0.049
27141,0.120363345,0.322,0.181,0.082,0.06
27143,0.144603339,0.378,0.269,0.101,0.067
27145,0.1332441,0.3,0.213,0.08,0.086
27147,0.136444888,0.332,0.207,0.103,0.079
27149,0.140481868,0.303,0.19,0.092,0.075
27151,0.158389469,0.393,0.303,0.135,0.103
27153,0.162816849,0.378,0.247,0.111,0.096
27155,0.148187653,0.309,0.298,0.135,0.097
27157,0.130010931,0.403,0.239,0.101,0.068
27159,0.159995792,0.392,0.307,0.107,0.12
27161,0.140737183,0.305,0.288,0.097,0.082
27163,0.105438923,0.264,0.16,0.083,0.051
27165,0.185163538,0.331,0.262,0.122,0.085
27167,0.134977859,0.334,0.33,0.13,0.086
27169,0.14211403,0.291,0.241,0.097,0.083
27171,0.11736132,0.328,0.195,0.083,0.054
27173,0.150760963,0.39,0.263,0.117,0.093
28001,0.311861092,0.381,0.292,0.153,0.227
28003,0.232854189,0.385,0.312,0.171,0.168
28005,0.274413803,0.403,0.413,0.178,0.193
28007,0.274565201,0.428,0.308,0.167,0.202
28009,0.271273582,0.431,0.378,0.195,0.186
28011,0.303026257,0.401,0.318,0.145,0.241
28013,0.265307238,0.374,0.391,0.192,0.195
28015,0.229373194,0.287,0.338,0.165,0.165
28017,0.290055564,0.438,0.33,0.177,0.18
28019,0.243562534,0.429,0.356,0.242,0.199
28021,0.357753971,0.474,0.387,0.186,0.271
28023,0.242182735,0.332,0.238,0.147,0.185
28025,0.265836097,0.502,0.319,0.17,0.178
28027,0.331300945,0.427,0.351,0.205,0.239
28029,0.27149566,0.436,0.413,0.195,0.182
28031,0.259811231,0.4,0.329,0.128,0.185
28033,0.182492662,0.379,0.264,0.135,0.121
28035,0.23135818,0.344,0.277,0.11,0.202
28037,0.23675349,0.354,0.358,0.149,0.165
28039,0.226711328,0.378,0.268,0.17,0.164
28041,0.227061852,0.471,0.302,0.14,0.165
28043,0.253923843,0.447,0.309,0.151,0.194
28045,0.203700317,0.35,0.285,0.122,0.17
28047,0.220645648,0.353,0.279,0.106,0.177
28049,0.235710106,0.407,0.305,0.134,0.18
28051,0.36981706,0.507,0.407,0.205,0.278
28053,0.362510465,0.532,0.285,0.158,0.264
28055,0.373734072,0.217,0.192,0.12,0.289
28057,0.231689225,0.353,0.31,0.181,0.159
28059,0.204512116,0.355,0.259,0.143,0.163
28061,0.271436898,0.481,0.33,0.209,0.187
28063,0.378915278,0.509,0.363,0.167,0.304
28065,0.293076586,0.416,0.335,0.131,0.209
28067,0.239884365,0.394,0.367,0.178,0.175
28069,0.308155964,0.432,0.25,0.189,0.221
28071,0.186167033,0.327,0.221,0.123,0.152
28073,0.173662904,0.36,0.257,0.13,0.148
28075,0.232857111,0.367,0.303,0.121,0.19
28077,0.236461884,0.351,0.375,0.14,0.174
28079,0.296291901,0.492,0.352,0.219,0.205
28081,0.223892959,0.327,0.284,0.13,0.157
28083,0.326457639,0.411,0.328,0.164,0.242
28085,0.234408009,0.387,0.323,0.154,0.177
28087,0.22841424,0.369,0.265,0.169,0.178
28089,0.158313175,0.371,0.225,0.09,0.122
28091,0.291016095,0.383,0.296,0.143,0.204
28093,0.256224902,0.451,0.373,0.187,0.16
28095,0.238873027,0.384,0.359,0.174,0.163
28097,0.265212568,0.378,0.285,0.156,0.213
28099,0.279308609,0.406,0.33,0.164,0.193
28101,0.251690012,0.361,0.285,0.142,0.194
28103,0.304778252,0.498,0.316,0.126,0.22
28105,0.221636122,0.365,0.225,0.095,0.177
28107,0.274901457,0.437,0.399,0.168,0.185
28109,0.209060644,0.403,0.332,0.163,0.161
28111,0.256328932,0.395,0.34,0.14,0.189
28113,0.295872606,0.369,0.342,0.152,0.226
28115,0.24792431,0.387,0.334,0.164,0.167
28117,0.271497447,0.378,0.381,0.174,0.19
28119,0.357162621,0.345,0.391,0.17,0.252
28121,0.17801127,0.382,0.285,0.114,0.117
28123,0.304613231,0.498,0.326,0.243,0.203
28125,0.350192999,0.42,0.457,0.144,0.221
28127,0.271971839,0.506,0.319,0.181,0.185
28129,0.23777357,0.412,0.288,0.146,0.158
28131,0.23250057,0.374,0.274,0.143,0.166
28133,0.324155341,0.537,0.31,0.246,0.234
28135,0.333691793,0.42,0.334,0.15,0.204
28137,0.240522947,0.425,0.293,0.134,0.164
28139,0.260016509,0.411,0.454,0.232,0.172
28141,0.248419488,0.388,0.405,0.208,0.174
28143,0.280520478,0.442,0.38,0.146,0.198
28145,0.229432327,0.367,0.295,0.104,0.157
28147,0.287257827,0.42,0.309,0.215,0.21
28149,0.238977289,0.379,0.311,0.175,0.182
28151,0.294160242,0.432,0.345,0.177,0.245
28153,0.265128195,0.479,0.395,0.234,0.193
28155,0.233403699,0.38,0.251,0.121,0.196
28157,0.361274816,0.494,0.342,0.119,0.248
28159,0.267447829,0.435,0.383,0.185,0.193
28161,0.24813464,0.42,0.386,0.211,0.163
28163,0.316702035,0.424,0.315,0.112,0.231
29001,0.210847227,0.29,0.292,0.08,0.143
29003,0.179342396,0.288,0.199,0.087,0.104
29005,0.182034782,0.37,0.175,0.157,0.121
29007,0.223176723,0.336,0.301,0.123,0.137
29009,0.242619051,0.4,0.335,0.134,0.149
29011,0.228273026,0.285,0.292,0.128,0.156
29013,0.211439772,0.379,0.25,0.149,0.129
29015,0.223567579,0.343,0.298,0.148,0.165
29017,0.242916462,0.376,0.321,0.141,0.152
29019,0.169945217,0.281,0.187,0.072,0.121
29021,0.215353535,0.391,0.34,0.137,0.14
29023,0.251210778,0.379,0.381,0.148,0.182
29025,0.218030155,0.35,0.321,0.131,0.134
29027,0.187117742,0.363,0.249,0.154,0.117
29029,0.196886491,0.236,0.264,0.117,0.141
29031,0.187814706,0.325,0.24,0.123,0.124
29033,0.21741992,0.329,0.245,0.223,0.136
29035,0.230091753,0.302,0.332,0.071,0.166
29037,0.169984016,0.365,0.271,0.099,0.106
29039,0.234005,0.317,0.248,0.081,0.155
29041,0.199808324,0.365,0.286,0.137,0.123
29043,0.177260034,0.34,0.238,0.136,0.108
29045,0.212372407,0.311,0.3,0.131,0.128
29047,0.160384459,0.333,0.24,0.107,0.1
29049,0.187220127,0.341,0.307,0.133,0.113
29051,0.172273341,0.407,0.202,0.109,0.109
29053,0.196781446,0.336,0.274,0.074,0.126
29055,0.257379541,0.399,0.287,0.167,0.165
29057,0.238315129,0.362,0.284,0.125,0.154
29059,0.231893277,0.308,0.251,0.062,0.149
29061,0.223556497,0.413,0.332,0.083,0.12
29063,0.225264239,0.349,0.318,0.093,0.132
29065,0.244309054,0.25,0.278,0.104,0.167
29067,0.264377231,0.302,0.295,0.12,0.167
29069,0.292375805,0.417,0.429,0.179,0.199
29071,0.18526135,0.365,0.348,0.117,0.114
29073,0.189984765,0.306,0.242,0.106,0.115
29075,0.208917678,0.314,0.316,0.159,0.138
29077,0.197585903,0.308,0.235,0.115,0.138
29079,0.203796931,0.324,0.298,0.135,0.141
29081,0.23741588,0.363,0.359,0.174,0.15
29083,0.225637618,0.321,0.291,0.196,0.164
29085,0.23399556,0.295,0.251,0.128,0.159
29087,0.197133932,0.306,0.285,0.12,0.128
29089,0.204626699,0.326,0.217,0.075,0.128
29091,0.239338532,0.352,0.323,0.181,0.172
29093,0.242232599,0.377,0.289,0.104,0.183
29095,0.205889897,0.315,0.232,0.109,0.136
29097,0.218105234,0.37,0.265,0.105,0.134
29099,0.179372942,0.332,0.228,0.119,0.107
29101,0.187343437,0.327,0.292,0.095,0.125
29103,0.211371854,0.337,0.373,0.147,0.15
29105,0.227884074,0.338,0.3,0.123,0.141
29107,0.190087383,0.339,0.282,0.114,0.123
29109,0.232318955,0.311,0.291,0.156,0.14
29111,0.215296786,0.396,0.264,0.135,0.125
29113,0.201786605,0.357,0.269,0.159,0.118
29115,0.206683846,0.289,0.323,0.137,0.137
29117,0.207470568,0.366,0.265,0.152,0.133
29119,0.26994961,0.342,0.219,0.094,0.142
29121,0.217282109,0.345,0.318,0.11,0.135
29123,0.221358905,0.341,0.296,0.174,0.152
29125,0.211861818,0.392,0.349,0.131,0.141
29127,0.212760725,0.361,0.331,0.15,0.144
29129,0.195571104,0.225,0.272,0.108,0.119
29131,0.219431553,0.381,0.322,0.068,0.144
29133,0.30502709,0.391,0.417,0.171,0.185
29135,0.20680145,0.374,0.277,0.087,0.115
29137,0.213265356,0.383,0.279,0.166,0.134
29139,0.2287402,0.187,0.261,0.073,0.141
29141,0.256002675,0.268,0.284,0.056,0.162
29143,0.285755063,0.335,0.424,0.178,0.188
29145,0.205714184,0.304,0.303,0.108,0.123
29147,0.201894825,0.359,0.241,0.086,0.138
29149,0.259532495,0.295,0.316,0.124,0.176
29151,0.177721735,0.231,0.239,0.141,0.089
29153,0.264684354,0.284,0.34,0.092,0.186
29155,0.305193328,0.35,0.349,0.18,0.216
29157,0.202136183,0.354,0.198,0.093,0.105
29159,0.221625433,0.414,0.292,0.144,0.146
29161,0.208544693,0.353,0.248,0.078,0.152
29163,0.224097156,0.409,0.281,0.141,0.129
29165,0.142568139,0.273,0.227,0.116,0.096
29167,0.21658982,0.365,0.241,0.104,0.136
29169,0.198080567,0.332,0.25,0.083,0.153
29171,0.215448163,0.307,0.346,0.113,0.149
29173,0.199957819,0.263,0.257,0.062,0.114
29175,0.212856386,0.388,0.328,0.119,0.14
29177,0.198847909,0.32,0.27,0.133,0.126
29179,0.239361911,0.32,0.265,0.121,0.161
29181,0.270255762,0.342,0.335,0.187,0.206
29183,0.142339046,0.319,0.203,0.097,0.08
29185,0.230157321,0.358,0.272,0.118,0.16
29186,0.200901651,0.3,0.218,0.081,0.124
29187,0.228450517,0.412,0.317,0.112,0.153
29189,0.156134322,0.285,0.216,0.105,0.109
29195,0.226499136,0.372,0.316,0.13,0.137
29197,0.22722084,0.352,0.27,0.1,0.141
29199,0.256713523,0.299,0.376,0.126,0.131
29201,0.230324267,0.368,0.36,0.152,0.162
29203,0.272367273,0.287,0.283,0.091,0.203
29205,0.21277035,0.271,0.232,0.135,0.132
29207,0.232677994,0.391,0.354,0.171,0.161
29209,0.204801596,0.283,0.285,0.119,0.137
29211,0.244417078,0.295,0.314,0.136,0.126
29213,0.215468104,0.292,0.331,0.136,0.158
29215,0.258968121,0.38,0.348,0.139,0.181
29217,0.21746604,0.298,0.284,0.091,0.134
29219,0.201183618,0.318,0.248,0.096,0.119
29221,0.253315913,0.31,0.351,0.103,0.17
29223,0.269496757,0.33,0.293,0.122,0.199
29225,0.228251243,0.334,0.26,0.127,0.134
29227,0.206586647,0.305,0.255,0.19,0.128
29229,0.275869876,0.293,0.264,0.108,0.178
29510,0.235822785,0.353,0.285,0.127,0.182
30001,0.14195921,0.269,0.201,0.071,0.1
30003,0.255258713,0.392,0.248,0.173,0.164
30005,0.23027822,0.391,0.269,0.148,0.178
30007,0.141787439,0.292,0.234,0.101,0.089
30009,0.128302085,0.242,0.224,0.073,0.093
30011,0.148449989,0.233,0.219,0.112,0.093
30013,0.168328771,0.311,0.24,0.098,0.106
30015,0.179662365,0.314,0.26,0.116,0.115
30017,0.145864099,0.295,0.227,0.109,0.101
30019,0.139747262,0.267,0.252,0.142,0.067
30021,0.140200479,0.377,0.282,0.107,0.088
30023,0.191826632,0.258,0.313,0.147,0.144
30025,0.139292227,0.388,0.251,0.083,0.082
30027,0.144748483,0.333,0.273,0.121,0.1
30029,0.135615324,0.25,0.199,0.079,0.097
30031,0.112897865,0.191,0.128,0.051,0.075
30033,0.147731792,0.376,0.279,0.11,0.071
30035,0.271699565,0.378,0.308,0.158,0.186
30037,0.151688434,0.255,0.289,0.097,0.114
30039,0.142621087,0.252,0.181,0.134,0.106
30041,0.200924719,0.393,0.279,0.11,0.127
30043,0.125996583,0.266,0.218,0.086,0.078
30045,0.141585256,0.354,0.215,0.127,0.106
30047,0.18457055,0.307,0.228,0.111,0.128
30049,0.128335099,0.271,0.204,0.089,0.093
30051,0.189779044,0.37,0.241,0.133,0.112
30053,0.178093623,0.267,0.209,0.1,0.15
30055,0.140721436,0.31,0.275,0.099,0.071
30057,0.134152417,0.229,0.221,0.084,0.094
30059,0.154698329,0.285,0.233,0.12,0.114
30061,0.183251738,0.309,0.246,0.112,0.153
30063,0.132121373,0.214,0.179,0.065,0.103
30065,0.19632781,0.313,0.292,0.093,0.124
30067,0.132432945,0.21,0.239,0.084,0.097
30069,0.129448575,0.228,0.199,0.091,0.094
30071,0.177406532,0.364,0.335,0.103,0.116
30073,0.171264476,0.324,0.239,0.146,0.125
30075,0.148607152,0.232,0.272,0.093,0.096
30077,0.16544308,0.271,0.287,0.099,0.11
30079,0.148329963,0.289,0.253,0.115,0.093
30081,0.154775951,0.286,0.23,0.081,0.117
30083,0.14690659,0.345,0.285,0.086,0.078
30085,0.253855271,0.389,0.295,0.189,0.152
30087,0.193212865,0.339,0.254,0.137,0.132
30089,0.195317456,0.252,0.299,0.127,0.145
30091,0.146634493,0.358,0.314,0.093,0.085
30093,0.164749863,0.269,0.233,0.103,0.129
30095,0.129476487,0.29,0.224,0.118,0.074
30097,0.135754501,0.277,0.26,0.101,0.082
30099,0.151133681,0.263,0.22,0.086,0.107
30101,0.185856392,0.302,0.27,0.074,0.119
30103,0.162379322,0.311,0.258,0.145,0.119
30105,0.153856325,0.335,0.311,0.134,0.088
30107,0.198744878,0.317,0.228,0.086,0.118
30109,0.177027788,0.31,0.204,0.118,0.097
30111,0.146457648,0.282,0.229,0.087,0.087
31001,0.148583737,0.373,0.268,0.124,0.129
31003,0.144335987,0.344,0.224,0.113,0.126
31005,0.136109783,0.32,0.222,0.07,0.129
31007,0.137646981,0.304,0.191,0.126,0.121
31009,0.128704561,0.341,0.264,0.076,0.137
31011,0.13852484,0.362,0.284,0.107,0.099
31013,0.15178988,0.347,0.247,0.124,0.117
31015,0.142543402,0.359,0.275,0.108,0.128
31017,0.166377953,0.407,0.272,0.107,0.135
31019,0.137744632,0.326,0.218,0.097,0.117
31021,0.15428782,0.371,0.34,0.108,0.132
31023,0.140145824,0.325,0.24,0.109,0.103
31025,0.128365339,0.434,0.262,0.121,0.095
31027,0.130808051,0.378,0.242,0.082,0.103
31029,0.142143756,0.355,0.242,0.08,0.104
31031,0.153083017,0.3,0.32,0.08,0.126
